site_no,slope,intercept,r_squared,p_value,std_err,n_observations,trend_direction
02290829501,0.06410081585081584,0.31586101398601396,0.2931090972185527,0.16580102611227104,0.04063960510787036,8,increasing
02290829502,-0.030854730414513018,0.6041314102564102,0.27581308166543217,0.010074024374613575,0.010910132280872118,23,decreasing
251241080385301,-0.011101908212560385,-0.0012245502645502615,0.2422357802787035,0.014563303844376846,0.004186337067638826,24,decreasing
251241080385302,-0.04263051948051948,0.36712554112554113,0.10337126350413613,0.3349801191974852,0.04185099470035542,11,decreasing
251457080395801,0.03503871545121545,-0.02379347319347319,0.23225180422137637,0.18894824899362253,0.024078476808288108,9,increasing
251457080395802,-0.008147097495170617,0.09043302199008721,0.07910273123657703,0.1935846731158733,0.00606600996058296,23,decreasing
251724080341401,0.03779319727891156,-0.7881238095238094,0.4398159426614323,0.007037879770810147,0.011829648674144051,15,increasing
251855080283401,0.019235714285714283,-0.9180944444444445,0.164934631027132,0.1330793650121102,0.012004413640714626,15,increasing
251902080312405,-0.07650648148148148,0.050316049382716055,0.6191832259857989,0.01186097875577686,0.02267762935482191,9,decreasing
251922080340701,-0.014504578442503717,1.367960246713449,0.3099905808021571,0.00010556942831404143,0.003379608886986852,43,decreasing
251925080335701,-0.043059116809116824,-0.32452516619183286,0.1918762143316937,0.23829138891105192,0.03339984657428432,9,decreasing
251949080313102,0.2195151515151515,2.2447171717171717,0.9546487965271693,0.02293869356771205,0.033831565723479604,4,increasing
251952080293401,0.029861111111111113,0.9028240740740741,0.24427514532323455,0.6708913471437485,0.052522836988778396,3,increasing
251957080312801,-0.05527632275132276,-0.31505961199294524,0.3665864436663706,0.08402209263566467,0.027462849728409008,9,decreasing
252007080335701,-0.016345714324063853,2.397401687327824,0.22178504830490514,0.006519210008687125,0.005590194646837547,32,decreasing
252014080312801,-0.06072182539682539,-0.4667502645502646,0.37818136994004325,0.07798163050706032,0.029429141837510532,9,decreasing
252027080293701,0.010029761904761838,2.924156746031746,0.0033444346256661663,0.9019869885161348,0.07743134691439461,7,increasing
252036080293501,-0.016512576312576355,1.8486304436304437,0.033138710609168044,0.7299556783079235,0.04459633047525272,6,decreasing
252042080205201,0.02482142857142857,1.9982499999999996,0.20565176740669083,0.08955189661195508,0.013529892337199177,15,increasing
252100080242902,-0.2600000000000001,-32.23,0.4072289156626531,0.3618550982240374,0.2218107301281873,4,decreasing
252100080242903,-2.4299999999999997,-25.900000000000002,0.9406451612903225,0.03013136905541558,0.43162483709814503,4,decreasing
252115080293701,0.0008909090909090978,0.6823333333333332,0.00020204749691678952,0.9669138361470659,0.020890148155779345,11,increasing
252116080193501,-0.030892857142857146,-6.367416666666667,0.19198127359915487,0.10234374614692951,0.017577927898046075,15,decreasing
252120080293601,-0.03751202501202501,2.680635521885522,0.09766446769532366,0.45107181303151356,0.04654902835672038,8,decreasing
252201080223201,0.017857142857142877,4.0675,0.1427809929942128,0.35605648465984213,0.017862697548769648,8,increasing
252202080240001,0.08300000000000006,2.536,0.6269566800145613,0.11040428214920708,0.03696394639825861,5,increasing
252212080244401,-0.05271428571428572,3.18,0.5730699907512332,0.0010844775673610892,0.012619180661403865,15,decreasing
252228080275501,-0.01563286107831562,3.3272784336875243,0.12617607615459045,0.28372286495908694,0.013713258745077585,11,decreasing
252228080282401,-0.08624999999999972,2.712916666666666,0.477564531229101,0.5142876602247749,0.090210979560879,3,decreasing
252229080284201,-0.045250000000000005,3.761416666666667,0.5374314131086894,0.0018738502382749812,0.011643229336283353,15,decreasing
252238080195401,-0.01927272727272731,4.7887272727272725,0.041491058767922,0.5724522539927078,0.03275058092559867,10,decreasing
252243080335501,0.008949985257260802,1.028608326371484,0.03254899301254449,0.47375065309612496,0.012198545222673364,18,increasing
252254080221101,0.07667857142857144,2.03725,0.482816658231497,0.004038351665056694,0.022010680920141672,15,increasing
252255080361101,-0.28098901098901113,-34.32868131868132,0.09680964977474193,0.3007723513604456,0.2587755933618021,13,decreasing
252312080320301,-0.015564285714285713,0.9857388888888888,0.09583050282486065,0.26152700381295974,0.013259604208121459,15,decreasing
252320080261201,0.10994999999999999,2.7161999999999997,0.601561501863241,0.22439604058305562,0.0632733553717518,4,increasing
252332080300501,-0.009069545526775783,2.98557071172555,0.08963865833803805,0.10798812141172048,0.005462176624028959,30,decreasing
252334080280101,-0.038825925925925917,2.281371604938272,0.5335949608144279,0.02540931871512552,0.013719824589950805,9,decreasing
252339080210701,-0.015250000000000003,3.5740833333333333,0.12805969268689205,0.19032836060664118,0.011036600365105533,15,decreasing
252349080181501,-0.03225,-5.812916666666667,0.06873243636180544,0.3451988033539769,0.03292413788258328,15,decreasing
252425080320001,-0.0068822843822844175,4.580126373626373,0.03604650682152074,0.5545084213362897,0.011254574037545153,12,decreasing
252426080271001,-0.04091666666666658,2.7457999999999996,0.38115361002259596,0.26720389877186745,0.030101007427462446,5,decreasing
252427080281301,0.01750000000000007,3.089444444444444,0.012295653305328235,0.9292624593660699,0.15684682312984824,3,increasing
252431080261001,0.02654914529914532,1.864102564102564,0.25911976442520285,0.161636443930467,0.01696778915366526,9,increasing
252431080261002,0.02311363636363639,1.6036649831649832,0.29283743549896996,0.13243488577597626,0.013575804962185252,9,increasing
252436080270901,-0.029178571428571425,2.30425,0.22786171723516396,0.07195958607006761,0.014897184919451486,15,decreasing
252502080253901,-0.010574286243974784,1.0234561187916025,0.1511437747388465,0.033733475508084955,0.004735806875172049,30,decreasing
252502080254301,-0.02218232323232323,0.8433560606060606,0.1843824733376963,0.18750985687633456,0.015551390662540718,11,decreasing
252506080261001,-0.019879120879120894,1.9665641025641027,0.17504881228290128,0.3022622121646226,0.017617979131253604,8,decreasing
252506080282201,-0.13788636363636364,2.4383930976430976,0.38299911314601387,0.07557964285269253,0.06614793765731053,9,decreasing
252506080300601,0.005581605943659497,5.735154022944649,0.03458850379348253,0.5069232667732179,0.008178578779622182,15,increasing
252507080262401,0.13,1.0758974358974358,0.8288801609720229,0.2715039718162454,0.059067373694015664,3,increasing
252512080221801,-0.0517857142857143,1.3539285714285716,0.5016463065470511,0.07489040103638288,0.023083146073554647,7,decreasing
252520080261001,-0.044523809523809556,2.393333333333333,0.493975222839062,0.05185252201321238,0.01839712669405545,8,decreasing
252524080241301,-0.0038928571428571445,0.32791666666666663,0.0045858044501717885,0.8104901049322399,0.015907097377934925,15,decreasing
252532080244301,0.02701282526996811,2.2727050853908,0.28895976126249234,0.047423188132172917,0.012232290624387326,14,increasing
252547080383501,0.3764166666666667,0.6834999999999999,0.3945633868811998,0.3718571922872955,0.32970823591978005,4,increasing
252557080210201,-0.008545454545454564,3.8734545454545453,0.010924916954475443,0.7738389788014375,0.028747212105815573,10,decreasing
252601080211601,0.03185714285714286,3.170666666666667,0.5661536242966342,0.0012097904120631187,0.007734566679289724,15,increasing
252603080254101,0.009750000000000002,1.6144166666666664,0.04773212268295746,0.4340553052932511,0.012078336721118431,15,increasing
252612080300701,0.0014666429560582783,6.241074201839827,0.0024274100492888886,0.7888685827863309,0.005428307663338928,32,increasing
252619080310201,-0.003279873106267293,5.980481744212836,0.01158043472375583,0.5446637254623551,0.005356613208925628,34,decreasing
252626080261001,0.0004992943564371966,1.990147741147741,3.4327530990753725e-05,0.9890146824075909,0.03478982897799684,8,increasing
252627080192901,-0.023285714285714278,-3.9873333333333334,0.0274826160566616,0.5548774496485418,0.03841824656700379,15,decreasing
252650080252701,0.05343055555555557,4.1721360398860385,0.34893300298697866,0.09396293693464641,0.027585603299163812,9,increasing
252652080244301,0.062780364873222,3.8214593898165337,0.7447320594604753,4.791491665814769e-07,0.008432282487958572,21,increasing
252654080213201,-0.03976190476190476,3.5841666666666665,0.09212317002272612,0.46488912132288807,0.05095896337840539,8,decreasing
252655080202301,-0.01210714285714286,1.62475,0.012001641700015882,0.6975297590337821,0.030466865381677238,15,decreasing
252656080350301,-0.017469246393460963,2.0845487289497986,0.09004788260762893,0.08975077374039594,0.009973919088184291,33,decreasing
252710080260001,0.0013095238095238344,6.786666666666666,0.0008816992749663318,0.9443575520371743,0.01799641456690178,8,increasing
252714080260901,-0.03289044289044292,6.9568659673659665,0.532519719331018,0.01659030957602505,0.010895283340749176,10,decreasing
252718080264901,-0.0048970408676291075,3.1588884579472816,0.021620039511345807,0.5733333948026026,0.008505769932762369,17,decreasing
252719080205301,0.040000000000000036,2.7933333333333334,0.107142857142858,0.7877043849903426,0.11547005383792473,3,increasing
252719080241201,-0.03327713358070497,2.8862111162646875,0.11739694900155852,0.45186244026660055,0.04080517219952127,7,decreasing
252719080253601,-0.005373344604113851,4.829300453819685,0.022617645248883524,0.6408320023992489,0.011170001894958599,12,decreasing
252719080253602,0.029349094087730416,5.146078088578089,0.2846934333938869,0.07400205911758877,0.014711334875184617,12,increasing
252720080231301,0.0652857142857143,1.6523333333333332,0.4099569201295016,0.01013357162616564,0.021722971561435184,15,increasing
252803080395001,0.611875,0.21750000000000003,0.32995579180872964,0.42558221492651405,0.6165546280541571,4,increasing
252809080372300,0.006151785714285707,-0.07956249999999995,0.00045060112561807146,0.9639714204451394,0.12957529077317975,7,increasing
252812080244301,0.3025,2.253333333333334,0.9909753401168693,0.0605690753438288,0.0288675134594814,3,increasing
252813080251201,-0.04810851648351652,3.89986858974359,0.5567652969077085,0.03349820506032376,0.01752375363121869,8,decreasing
252814080244101,0.0017452468166753946,2.954549886621315,0.006556734257961236,0.6880501838235012,0.004296497804027223,27,increasing
252820080505401,-0.034337545787545797,0.048842857142857216,0.16502446634176618,0.14949861327185066,0.022296738224441892,14,decreasing
252824080250601,0.011458658008658007,7.547234848484848,0.023915641082445763,0.6498171092710006,0.024401423720719306,11,increasing
252829080285101,0.004701049230787143,5.891429247835498,0.03455927787654118,0.30834944135296005,0.004536434545296472,32,increasing
252906080213101,-0.002255548322034756,1.109754818886921,0.025043256925672074,0.38700917451817707,0.002569441755409803,32,decreasing
252918080234201,0.013862524344809269,4.222455822109846,0.130562976875792,0.01361589302605781,0.0053929330236644835,46,increasing
252928080332401,0.0009570434700686733,3.4735850576127882,0.0016289721015401864,0.8207116690602282,0.004188377682318488,34,increasing
252933080210001,-0.005434892560396592,2.620627367424243,0.1154546409654154,0.05708029973395354,0.0027465321833880386,32,decreasing
252944080233401,0.0044187438905180735,5.97683090699623,0.024817178873260907,0.3973436368903368,0.005143593600474753,31,increasing
252945080395201,0.6522249999999999,-0.2675666666666665,0.34820318142670176,0.4099125645917363,0.6309895900158206,4,increasing
252947080235201,-0.021012024739965926,5.604120738330297,0.410527340853369,0.007489916642478232,0.006729219206481688,16,decreasing
252947080235301,0.0001721820110826463,4.411554459177187,0.00014410984438637363,0.9383533344470236,0.0022130183291196055,44,increasing
252947080382501,0.5745795454545455,-0.11437878787878786,0.27402019105866166,0.47653062070579366,0.661311617662953,4,increasing
252948080341801,0.4153636363636363,4.797863636363637,0.2729413430558359,0.4775621156004898,0.4793619273972607,4,increasing
252948080362501,0.5248000000000002,3.2464666666666657,0.27987273159059134,0.4709700087985642,0.5952551525746473,4,increasing
253012080261401,0.008972052760498124,7.126007261389405,0.14025729983477062,0.026655297411516687,0.0038668414070581053,35,increasing
253014080374701,0.5161333333333334,-0.9805333333333336,0.707429509699712,0.15891171111487232,0.23470405005263772,4,increasing
253024080231001,0.0007646414887794196,2.7415344827586208,0.0008360763889536841,0.8838754619330538,0.005184018917093771,28,increasing
253027080234701,0.003971794871794855,7.373525641025642,0.027368919339343063,0.41928639473087104,0.004833107297079174,26,increasing
253029080295601,0.01211545729402871,6.561343461829177,0.20578574538894306,0.006200259739513562,0.004143277635818101,35,increasing
253051080363200,0.1927142857142857,-0.38511904761904764,0.2439448043569911,0.319381575032162,0.16963477173714392,6,increasing
253052080345800,0.09902806122448982,0.7217219387755103,0.07627819044578188,0.5488093048690128,0.15411456412087407,7,increasing
253054080374400,0.2215244897959184,-0.2869183673469389,0.289206730934633,0.271095550793883,0.1736437692415658,6,increasing
253110080340101,0.10991666666666666,3.9644999999999997,0.07807537507693615,0.7205802886750183,0.26707867910661326,4,increasing
253133080224801,-0.056285714285714265,2.725714285714285,0.16681639407681223,0.4214191048736396,0.06289544287699926,6,decreasing
253150080381001,0.6863249999999999,-0.26596666666666646,0.7177415630067733,0.1528037045602871,0.30433663823963086,4,increasing
253202080232601,0.004238041959047703,4.050932149070098,0.09341031377349124,0.04625322273214386,0.0020619650289679316,43,increasing
253214080215401,0.12052777777777779,2.0554814814814817,0.6309811467882737,0.010552471602311738,0.03483808025257549,9,increasing
253214080224601,0.0008090598290598362,4.773367521367522,0.001132349930107025,0.8703678780548807,0.00490499605856381,26,increasing
253233080301001,-0.016585504733956886,5.4478192501265665,0.07822798766110463,0.08047914606063467,0.009235652286564307,40,decreasing
253237080350100,0.21064897959183676,0.3216632653061223,0.21235443440893378,0.3576995500851975,0.2028449093342386,6,increasing
253253080221201,-0.010215167797888417,5.030421851432881,0.13439424490060464,0.16252278087904243,0.0069286914060390755,16,decreasing
253258080264301,-0.014232938799841647,8.408859498976804,0.11433310850064726,0.03525764538309338,0.006512427765442051,39,decreasing
253328080382701,0.6992499999999999,-0.5169999999999998,0.6482552647178771,0.19485699113891744,0.36421535715684605,4,increasing
253334080213601,-0.003755099715099715,3.284836182336182,0.044906797784435626,0.29868162039766266,0.0035349452067059404,26,decreasing
253335080213501,-0.021785996711043677,5.0000033802637684,0.4049895781149064,0.03527779539023496,0.008802307612007542,11,decreasing
253400080340401,-0.02227488075119855,1.4345146088738527,0.13129069159649123,0.03521118652030242,0.010128862324599093,34,decreasing
253413080225301,-0.00785546184242194,8.275333701178159,0.08263209875644999,0.3649522910579466,0.008276926558484325,12,decreasing
253417080224301,-0.008028440309690328,4.1831837259962255,0.04745504729553741,0.4964092180901083,0.011374510543105433,12,decreasing
253419080223701,-0.013760485663460343,6.450022838985251,0.4799986133114942,0.002048915468130954,0.0036980296778061253,17,decreasing
253442080230302,-2.06,5.24,0.5299995004246391,0.4808902476829241,1.9398969044771426,3,decreasing
253457080195501,0.015143937708565066,5.522724014336918,0.0792356138816477,0.13183065243938497,0.009756046057911482,30,increasing
